"table","long_name","units","comment","questions_and_notes","output_variable_name","standard_name","unconfirmed_or_proposed_standard_name","unformatted_units","cell_methods","valid_min","valid_max","mean_absolute_min","mean_absolute_max","positive","type","CMOR_dimensions","CMOR_variable_name","realm","frequency","cell_measures","flag_values","flag_meanings"
"cfMon","CALIPSO Total Cloud Fraction","%",,,"cltcalipso","cloud_area_fraction",,"%","time: mean",,,,,,"real","longitude latitude time","cltcalipso","atmos",,"area: areacella",,
"cfMon","CALIPSO Low Level Cloud Fraction","%",,,"cllcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p840","cllcalipso","atmos",,"area: areacella",,
"cfMon","CALIPSO Mid Level Cloud Fraction","%",,,"clmcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p560","clmcalipso","atmos",,"area: areacella",,
"cfMon","CALIPSO High Level Cloud Fraction","%",,,"clhcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p220","clhcalipso","atmos",,"area: areacella",,
"cfMon","CALIPSO Cloud Fraction","%",," 40 height levels","clcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude alt40 time","clcalipso","atmos",,"area: areacella",,
"cfMon","PARASOL Reflectance",1,"This is reflectance as seen at the top of the atmosphere."," 5 bins of solar zenith angle.","parasolRefl","toa_bidirectional_reflectance",,1,"time: mean",,,,,,"real","longitude latitude sza5 time","parasolRefl","atmos",,"area: areacella",,
"cfOff","CALIPSO Cloud Fraction","%",,"40 height levels","  clcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude alt40 time","  clcalipso","atmos",,"area: areacella",,
"cfOff","CALIPSO Cloud Fraction Undetected by CloudSat","%","Clouds detected by CALIPSO but below the detectability threshold of CloudSat","40 height levels","clcalipso2","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude alt40 time","clcalipso2","atmos",,"area: areacella",,
"cfOff","CloudSat Radar Reflectivity",1,"CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions  .","40 levelsx15 bins"," cfadDbze94","histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid",,1,"time: mean",,,,,,"real","longitude latitude alt40 dbze time"," cfadDbze94","atmos",,"area: areacella",,
"cfOff","CALIPSO Scattering Ratio",1,"CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions.","40 levelsx15 bins","cfadLidarsr532","histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid",,1,"time: mean",,,,,,"real","longitude latitude alt40 scatratio time","cfadLidarsr532","atmos",,"area: areacella",,
"cfOff","PARASOL Reflectance",1,"Simulated reflectance from PARASOL as seen at the top of the atmosphere for 5 solar zenith angles. Valid only over ocean and for one viewing direction (viewing zenith angle of 30 degrees and relative azimuth angle 320 degrees).",,"parasolRefl","toa_bidirectional_reflectance",,1,"time: mean",,,,,,"real","longitude latitude sza5 time","parasolRefl","atmos",,"area: areacella",,
"cfOff","CALIPSO Total Cloud Fraction","%",,,"cltcalipso","cloud_area_fraction",,"%","time: mean",,,,,,"real","longitude latitude time","cltcalipso","atmos",,"area: areacella",,
"cfOff","CALIPSO Low Level Cloud Fraction","%",,,"cllcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p840","cllcalipso","atmos",,"area: areacella",,
"cfOff","CALIPSO Mid Level Cloud Fraction","%",,,"clmcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p560","clmcalipso","atmos",,"area: areacella",,
"cfOff","CALIPSO High Level Cloud Fraction","%",,,"clhcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time p220","clhcalipso","atmos",,"area: areacella",,
"cfDay","Surface Air Pressure","Pa",,,"ps","surface_air_pressure",,"Pa","time: mean",,,,,,"real","longitude latitude time","ps","atmos",,"area: areacella",,
"cfDay","TOA Incident Shortwave Radiation","W m-2",,,"rsdt","toa_incoming_shortwave_flux",,"W m-2","time: mean",,,,,"down","real","longitude latitude time","rsdt","atmos",,"area: areacella",,
"cfDay","TOA Outgoing Shortwave Radiation","W m-2",,,"rsut","toa_outgoing_shortwave_flux",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rsut","atmos",,"area: areacella",,
"cfDay","Surface Downwelling Clear-Sky Shortwave Radiation","W m-2",,,"rsdscs","surface_downwelling_shortwave_flux_in_air_assuming_clear_sky",,"W m-2","time: mean",,,,,"down","real","longitude latitude time","rsdscs","atmos",,"area: areacella",,
"cfDay","Surface Upwelling Clear-Sky Shortwave Radiation","W m-2",,,"rsuscs","surface_upwelling_shortwave_flux_in_air_assuming_clear_sky",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rsuscs","atmos",,"area: areacella",,
"cfDay","Surface Downwelling Clear-Sky Longwave Radiation","W m-2",,,"rldscs","surface_downwelling_longwave_flux_in_air_assuming_clear_sky",,"W m-2","time: mean",,,,,"down","real","longitude latitude time","rldscs","atmos",,"area: areacella",,
"cfDay","TOA Outgoing Clear-Sky Longwave Radiation","W m-2",,,"rlutcs","toa_outgoing_longwave_flux_assuming_clear_sky",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rlutcs","atmos",,"area: areacella",,
"cfDay","TOA Outgoing Clear-Sky Shortwave Radiation","W m-2",,,"rsutcs","toa_outgoing_shortwave_flux_assuming_clear_sky",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rsutcs","atmos",,"area: areacella",,
"cfDay","Total Cloud Fraction","%","for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",,"clt","cloud_area_fraction",,"%","time: mean",,,,,,"real","longitude latitude time","clt","atmos",,"area: areacella",,
"cfDay","Condensed Water Path","kg m-2","calculate mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.",,"clwvi","atmosphere_cloud_condensed_water_content",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","clwvi","atmos",,"area: areacella",,
"cfDay","Ice Water Path","kg m-2","calculate mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.",,"clivi","atmosphere_cloud_ice_content",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","clivi","atmos",,"area: areacella",,
"cfDay","omega (=dp/dt)","Pa s-1","at 500 hPa level; commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",,"wap500","lagrangian_tendency_of_air_pressure",,"Pa s-1","time: mean",,,,,,"real","longitude latitude time p500","wap500","atmos",,"area: areacella",,
"cfDay","Air Temperature","K",,"at 700 hPa level","ta700","air_temperature",,"K","time: mean",,,,,,"real","longitude latitude time p700","ta700","atmos",,"area: areacella",,
"cfDay","Air Pressure at Convective Cloud Base","Pa",,,"ccb","air_pressure_at_convective_cloud_base",,"Pa","time: mean",,,,,,"real","longitude latitude time","ccb","atmos",,"area: areacella",,
"cfDay","Air Pressure at Convective Cloud Top","Pa",,,"cct","air_pressure_at_convective_cloud_top",,"Pa","time: mean",,,,,,"real","longitude latitude time","cct","atmos",,"area: areacella",,
"cfDay","Convective Precipitation","kg m-2 s-1",,,"prc","convective_precipitation_flux",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","prc","atmos",,"area: areacella",,
"cfDay","Surface Upward Latent Heat Flux","W m-2",,,"hfls","surface_upward_latent_heat_flux",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","hfls","atmos",,"area: areacella",,
"cfDay","Surface Upward Sensible Heat Flux","W m-2",,,"hfss","surface_upward_sensible_heat_flux",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","hfss","atmos",,"area: areacella",,
"cfDay","Surface Downwelling Longwave Radiation","W m-2",,,"rlds","surface_downwelling_longwave_flux_in_air",,"W m-2","time: mean",,,,,"down","real","longitude latitude time","rlds","atmos",,"area: areacella",,
"cfDay","Surface Upwelling Longwave Radiation","W m-2",,,"rlus","surface_upwelling_longwave_flux_in_air",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rlus","atmos",,"area: areacella",,
"cfDay","Surface Downwelling Shortwave Radiation","W m-2",,,"rsds","surface_downwelling_shortwave_flux_in_air",,"W m-2","time: mean",,,,,"down","real","longitude latitude time","rsds","atmos",,"area: areacella",,
"cfDay","Surface Upwelling Shortwave Radiation","W m-2",,,"rsus","surface_upwelling_shortwave_flux_in_air",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rsus","atmos",,"area: areacella",,
"cfDay","TOA Outgoing Longwave Radiation","W m-2",,,"rlut","toa_outgoing_longwave_flux",,"W m-2","time: mean",,,,,"up","real","longitude latitude time","rlut","atmos",,"area: areacella",,
"cfDay","ISCCP Total Total Cloud Fraction","%",,,"cltisccp","cloud_area_fraction",,"%","time: mean",,,,,,"real","longitude latitude time","cltisccp","atmos",,"area: areacella",,
"cfDay","ISCCP Mean Cloud Albedo",1,"time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html",,"albisccp","cloud_albedo",,1,"time: mean",,,,,,"real","longitude latitude time","albisccp","atmos",,"area: areacella",,
"cfDay","ISCCP Mean Cloud Top Pressure","Pa","time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html",,"pctisccp","air_pressure_at_cloud_top",,"Pa","time: mean",,,,,,"real","longitude latitude time","pctisccp","atmos",,"area: areacella",,
"cfDay","PARASOL Reflectance",1,"Simulated reflectance from PARASOL as seen at the top of the atmosphere for 5 solar zenith angles. Valid only over ocean and for one viewing direction (viewing zenith angle of 30 degrees and relative azimuth angle 320 degrees).",,"parasolRefl","toa_bidirectional_reflectance",,1,"time: mean",,,,,,"real","longitude latitude sza5 time","parasolRefl","atmos",,"area: areacella",,
"cfDay","CALIPSO Total Cloud Fraction","%",,,"cltcalipso","cloud_area_fraction",,"%","time: mean",,,,,,"real","longitude latitude time","cltcalipso","atmos",,"area: areacella",,
"cfDay","CALIPSO Low Level Cloud Fraction","%",,,"cllcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time","cllcalipso","atmos",,"area: areacella",,
"cfDay","CALIPSO Mid Level Cloud Fraction","%",,,"clmcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time","clmcalipso","atmos",,"area: areacella",,
"cfDay","CALIPSO High Level Cloud Fraction","%",,,"clhcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude time","clhcalipso","atmos",,"area: areacella",,
"cfDay","Eastward Wind","m s-1",,,"ua","eastward_wind",,"m s-1","time: mean",,,,,,"real","longitude latitude alevel time","ua","atmos",,,,
"cfDay","Northward Wind","m s-1",,,"va","northward_wind",,"m s-1","time: mean",,,,,,"real","longitude latitude alevel time","va","atmos",,,,
"cfDay","Air Temperature","K",,,"ta","air_temperature",,"K","time: mean",,,,,,"real","longitude latitude alevel time","ta","atmos",,"area: areacella",,
"cfDay","Specific Humidity",1,,,"hus","specific_humidity",,1,"time: mean",,,,,,"real","longitude latitude alevel time","hus","atmos",,"area: areacella",,
"cfDay","omega (=dp/dt)","Pa s-1","commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",,"wap","lagrangian_tendency_of_air_pressure",,"Pa s-1","time: mean",,,,,,"real","longitude latitude alevel time","wap","atmos",,"area: areacella",,
"cfDay","Geopotential Height","m",,,"zg","geopotential_height",,"m","time: mean",,,,,,"real","longitude latitude alevel time","zg","atmos",,"area: areacella",,
"cfDay","Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",,"hur","relative_humidity",,"%","time: mean",,,,,,"real","longitude latitude alevel time","hur","atmos",,"area: areacella",,
"cfDay","Cloud Area Fraction in Atmosphere Layer","%",,,"cl","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude alevel time","cl","atmos",,"area: areacella",,
"cfDay","Mass Fraction of Cloud Liquid Water",1,"Calculated as the mass of  cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.",,"clw","mass_fraction_of_cloud_liquid_water_in_air",,1,"time: mean",,,,,,"real","longitude latitude alevel time","clw","atmos",,"area: areacella",,
"cfDay","Mass Fraction of Cloud Ice",1,"Calculated as the mass of cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.",,"cli","mass_fraction_of_cloud_ice_in_air",,1,"time: mean",,,,,,"real","longitude latitude alevel time","cli","atmos",,"area: areacella",,
"cfDay","Convective Mass Flux","kg m-2 s-1","The net mass flux should represent the difference between the updraft and downdraft components.  This is calculated as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).","Report on model half-levels (i.e., model layer bounds and not standard pressures).","mc","atmosphere_net_upward_convective_mass_flux",,"kg m-2 s-1","time: mean",,,,,"up","real","longitude latitude alevhalf time","mc","atmos",,"area: areacella",,
"cfDay","CALIPSO Cloud Fraction","%",,"40 levels","clcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude alt40 time","clcalipso","atmos",,"area: areacella",,
"cfDay","ISCCP Cloud Area Fraction","%",,"7 levels x 7 tau","clisccp","cloud_area_fraction_in_atmosphere_layer",,"%","time: mean",,,,,,"real","longitude latitude plev7 tau time","clisccp","atmos",,"area: areacella",,
"cfDay","Pressure on Model Levels","Pa",,"This field is needed only for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.","pfull","air_pressure",,"Pa","time: mean",,,,,,"real","longitude latitude alevel time","pfull","atmos",,"area: areacella",,
"cfDay","Pressure on Model Half-Levels","Pa",,"This field is needed only for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.","phalf","air_pressure",,"Pa","time: mean",,,,,,"real","longitude latitude alevhalf time","phalf","atmos",,"area: areacella",,
"cf3hr","CALIPSO Cloud Area Fraction","%",,"at 40 height levels","  clcalipso","cloud_area_fraction_in_atmosphere_layer",,"%","time: point",,,,,,"real","location alt40 time1","  clcalipso","atmos",,,,
"cf3hr","CALIPSO Cloud Fraction Undetected by CloudSat","%","Clouds detected by CALIPSO but below the detectability threshold of CloudSat","at 40 height levels","clcalipso2","cloud_area_fraction_in_atmosphere_layer",,"%","time: point",,,,,,"real","location alt40 time1","clcalipso2","atmos",,,,
"cf3hr","CloudSat Radar Reflectivity CFAD",1,"CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions.","40 levels x 15 bins","cfadDbze94","histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid",,1,"time: point",,,,,,"real","location alt40 dbze time1","cfadDbze94","atmos",,,,
"cf3hr","CALIPSO Scattering Ratio CFAD",1,"CFADs (Cloud Frequency Altitude Diagrams) are joint height - radar reflectivity (or lidar scattering ratio) distributions.","40 levels x 15 bins","cfadLidarsr532","histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid",,1,"time: point",,,,,,"real","location alt40 scatratio time1","cfadLidarsr532","atmos",,,,
